Turn,Player Name,Profession,Strategy,Salary,Passive Income,Taxes,Other Expenses,Total Expenses,Child Cost,Savings,Loans,Sold Assets,No. Children,Cashflow,Stock Assets,Real Estate Assets,Business Assets,No. Dice,Die Roll,Board Space No. Before,Board Space No. After,Passed Paycheck,Board Space After
1,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3210,250,400,5,0,0,1690,0,0,0,1,6,0,6,True,Opportunity
2,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3210,250,2090,5,0,0,1690,0,0,0,1,5,6,11,False,Baby
3,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3460,250,2090,5,0,1,1440,0,0,0,1,1,11,12,False,Opportunity
4,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3560,250,90,6,0,1,1340,0,0,0,1,3,12,15,True,The Market
5,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3560,250,1430,6,0,1,1340,0,0,0,1,6,15,21,True,Pay Check
6,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3560,250,2770,6,0,1,1340,0,0,0,1,1,21,22,False,Opportunity
7,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3860,250,770,7,0,1,1040,0,0,0,1,2,22,1,False,Doodads
8,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3980,250,770,8,0,1,920,0,0,0,1,6,1,7,True,The Market
9,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3980,250,1690,8,0,1,920,0,0,0,1,1,7,8,False,Opportunity
10,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,0,1050,1090,3980,250,1690,8,0,1,920,0,0,0,1,1,8,9,False,Doodads
